1,11,1
1,1711,1
1,2589,1
1,4852,1
1,2237,1
1,4664,1
1,1598,1
1,661,1
1,954,1
2,1,1
2,31,1
2,106,1
2,1546,1
2,2107,1
2,199,1
2,123,1
2,1745,1
2,1934,1
2,2413,1
2,3247,1
2,1251,1
2,3473,1
2,4496,1
2,4582,1
3,2,1
3,4,1
3,2801,1
3,818,1
3,1329,1
3,2516,1
3,434,1
3,193,1
3,4712,1
3,2292,1
3,1198,1
3,3580,1
3,4024,1
3,696,1
3,1232,1
3,4126,1
4,5,1
4,22,1
4,34,1
4,260,1
4,302,1
4,760,1
4,1168,1
4,4882,1
4,3652,1
4,3036,1
4,3101,1
4,4456,1
4,50,1
4,2888,1
4,219,1
4,371,1
4,1284,1
4,2295,1
4,2148,1
5,6,1
5,23,1
5,1140,1
5,4128,1
5,1062,1
5,2330,1
5,3634,1
5,1314,1
5,3521,1
5,4804,1
5,804,1
5,1611,1
6,8,1
6,169,1
6,1946,1
6,3393,1
6,1732,1
6,433,1
6,1667,1
6,3840,1
6,2496,1
6,1661,1
6,1241,1
7,5,1
7,25,1
7,158,1
7,4414,1
7,2809,1
7,2784,1
7,1146,1
7,2830,1
7,3608,1
7,180,1
7,4010,1
7,4848,1
8,18,1
8,42,1
8,411,1
8,668,1
8,2456,1
8,2584,1
8,924,1
8,2875,1
8,2437,1
8,1282,1
8,1581,1
8,3509,1
9,4,1
9,15,1
9,16,1
9,49,1
9,52,1
9,245,1
9,3515,1
9,4020,1
9,4178,1
10,7,1
10,4185,1
10,3132,1
10,3053,1
10,2163,1
10,169,1
10,4729,1
10,1436,1
10,2283,1
11,28,1
11,373,1
11,376,1
11,1777,1
11,2211,1
11,2937,1
11,4999,1
11,3951,1
11,4686,1
11,3103,1
12,6,1
12,26,1
12,47,1
12,259,1
12,268,1
12,2313,1
12,4947,1
12,3229,1
12,3298,1
12,4108,1
12,2639,1
12,2246,1
12,565,1
12,3635,1
13,8,1
13,32,1
13,76,1
13,124,1
13,4230,1
13,3583,1
13,705,1
13,200,1
13,3520,1
13,4566,1
13,3838,1
13,1915,1
13,3403,1
14,5,1
14,24,1
14,55,1
14,152,1
14,417,1
14,568,1
14,3154,1
14,1543,1
14,924,1
14,116,1
14,2367,1
14,1719,1
14,4782,1
14,4369,1
14,1160,1
15,36,1
15,97,1
15,228,1
15,478,1
15,562,1
15,696,1
15,4195,1
15,2999,1
15,2306,1
15,1356,1
15,3557,1
15,1952,1
15,950,1
15,2378,1
15,571,1
15,667,1
15,1154,1
16,37,1
16,454,1
16,2148,1
16,3955,1
16,2966,1
